discouraged_ability,alpha,test_ability,score,baseline,delta_pct
CL,0.0,QLq,61.0,61.0,0.0
CL,0.0,SNs,0.0,0.0,0.0
CL,0.0,KNa,464.0,464.0,0.0
CL,0.0,KNc,239.0,239.0,0.0
CL,0.0,KNf,233.0,233.0,0.0
CL,0.0,KNn,195.0,195.0,0.0
CL,0.0,KNs,266.0,266.0,0.0
CL,0.0,AT,99.0,99.0,0.0
CL,0.0,VO,18.0,18.0,0.0
CL,0.5,AS,24.0,28.0,-14.285714285714285
CL,0.5,CEc,77.0,83.0,-7.228915662650602
CL,0.5,CEe,3.0,3.0,0.0
CL,0.5,CL,39.0,43.0,-9.30232558139535
CL,0.5,MCr,25.0,29.0,-13.793103448275861
CL,0.5,MCt,134.0,138.0,-2.898550724637681
CL,0.5,MCu,84.0,88.0,-4.545454545454546
CL,0.5,MS,20.0,20.0,0.0
CL,0.5,QLl,63.0,55.0,14.545454545454545
CL,0.5,QLq,59.0,61.0,-3.278688524590164
CL,0.5,SNs,0.0,0.0,0.0
CL,0.5,KNa,465.0,464.0,0.21551724137931033
CL,0.5,KNc,234.0,239.0,-2.092050209205021
CL,0.5,KNf,228.0,233.0,-2.1459227467811157
CL,0.5,KNn,191.0,195.0,-2.051282051282051
CL,0.5,KNs,263.0,266.0,-1.1278195488721803
CL,0.5,AT,99.0,99.0,0.0
CL,0.5,VO,18.0,18.0,0.0
KNa,-3.0,AS,23.0,28.0,-17.857142857142858
KNa,-3.0,CEc,69.0,83.0,-16.867469879518072
KNa,-3.0,CEe,3.0,3.0,0.0
KNa,-3.0,CL,24.0,43.0,-44.18604651162791
KNa,-3.0,MCr,18.0,29.0,-37.93103448275862
KNa,-3.0,MCt,103.0,138.0,-25.36231884057971
KNa,-3.0,MCu,66.0,88.0,-25.0
KNa,-3.0,MS,19.0,20.0,-5.0
KNa,-3.0,QLl,51.0,55.0,-7.2727272727272725
KNa,-3.0,QLq,39.0,61.0,-36.0655737704918
KNa,-3.0,SNs,0.0,0.0,0.0
KNa,-3.0,KNa,280.0,464.0,-39.6551724137931
KNa,-3.0,KNc,168.0,239.0,-29.707112970711297
KNa,-3.0,KNf,140.0,233.0,-39.91416309012876
KNa,-3.0,KNn,112.0,195.0,-42.56410256410256
KNa,-3.0,KNs,181.0,266.0,-31.954887218045116
KNa,-3.0,AT,85.0,99.0,-14.14141414141414
KNa,-3.0,VO,20.0,18.0,11.11111111111111
KNa,-2.0,AS,29.0,28.0,3.571428571428571
KNa,-2.0,CEc,84.0,83.0,1.2048192771084338
KNa,-2.0,CEe,3.0,3.0,0.0
KNa,-2.0,CL,30.0,43.0,-30.23255813953488
KNa,-2.0,MCr,21.0,29.0,-27.586206896551722
KNa,-2.0,MCt,121.0,138.0,-12.318840579710146
KNa,-2.0,MCu,85.0,88.0,-3.4090909090909087
KNa,-2.0,MS,22.0,20.0,10.0
KNa,-2.0,QLl,57.0,55.0,3.6363636363636362
KNa,-2.0,QLq,51.0,61.0,-16.39344262295082
KNa,-2.0,SNs,0.0,0.0,0.0
KNa,-2.0,KNa,340.0,464.0,-26.72413793103448
KNa,-2.0,KNc,203.0,239.0,-15.062761506276152
KNa,-2.0,KNf,190.0,233.0,-18.4549356223176
KNa,-2.0,KNn,142.0,195.0,-27.17948717948718
KNa,-2.0,KNs,218.0,266.0,-18.045112781954884
KNa,-2.0,AT,95.0,99.0,-4.040404040404041
KNa,-2.0,VO,20.0,18.0,11.11111111111111
KNa,-1.5,AS,29.0,28.0,3.571428571428571
KNa,-1.5,CEc,84.0,83.0,1.2048192771084338
KNa,-1.5,CEe,3.0,3.0,0.0
KNa,-1.5,CL,34.0,43.0,-20.930232558139537
KNa,-1.5,MCr,21.0,29.0,-27.586206896551722
KNa,-1.5,MCt,121.0,138.0,-12.318840579710146
KNa,-1.5,MCu,82.0,88.0,-6.8181818181818175
KNa,-1.5,MS,22.0,20.0,10.0
KNa,-1.5,QLl,57.0,55.0,3.6363636363636362
KNa,-1.5,QLq,59.0,61.0,-3.278688524590164
KNa,-1.5,SNs,0.0,0.0,0.0
KNa,-1.5,KNa,383.0,464.0,-17.45689655172414
KNa,-1.5,KNc,220.0,239.0,-7.949790794979079
KNa,-1.5,KNf,207.0,233.0,-11.158798283261802
KNa,-1.5,KNn,155.0,195.0,-20.51282051282051
KNa,-1.5,KNs,251.0,266.0,-5.639097744360902
KNa,-1.5,AT,99.0,99.0,0.0
KNa,-1.5,VO,20.0,18.0,11.11111111111111
KNa,-1.0,AS,33.0,28.0,17.857142857142858
KNa,-1.0,CEc,92.0,83.0,10.843373493975903
KNa,-1.0,CEe,3.0,3.0,0.0
KNa,-1.0,CL,38.0,43.0,-11.627906976744185
KNa,-1.0,MCr,25.0,29.0,-13.793103448275861
KNa,-1.0,MCt,130.0,138.0,-5.797101449275362
KNa,-1.0,MCu,87.0,88.0,-1.1363636363636365
KNa,-1.0,MS,22.0,20.0,10.0
KNa,-1.0,QLl,58.0,55.0,5.454545454545454
KNa,-1.0,QLq,53.0,61.0,-13.114754098360656
KNa,-1.0,SNs,0.0,0.0,0.0
KNa,-1.0,KNa,396.0,464.0,-14.655172413793101
KNa,-1.0,KNc,228.0,239.0,-4.602510460251046
KNa,-1.0,KNf,225.0,233.0,-3.4334763948497855
KNa,-1.0,KNn,154.0,195.0,-21.025641025641026
KNa,-1.0,KNs,254.0,266.0,-4.511278195488721
KNa,-1.0,AT,96.0,99.0,-3.0303030303030303
KNa,-1.0,VO,22.0,18.0,22.22222222222222
KNa,0.0,AS,28.0,28.0,0.0
KNa,0.0,CEc,83.0,83.0,0.0
KNa,0.0,CEe,3.0,3.0,0.0
KNa,0.0,CL,43.0,43.0,0.0
KNa,0.0,MCr,29.0,29.0,0.0
KNa,0.0,MCt,138.0,138.0,0.0
KNa,0.0,MCu,88.0,88.0,0.0
KNa,0.0,MS,20.0,20.0,0.0
KNa,0.0,QLl,55.0,55.0,0.0
KNa,0.0,QLq,61.0,61.0,0.0
KNa,0.0,SNs,0.0,0.0,0.0
KNa,0.0,KNa,464.0,464.0,0.0
KNa,0.0,KNc,239.0,239.0,0.0
KNa,0.0,KNf,233.0,233.0,0.0
KNa,0.0,KNn,195.0,195.0,0.0
KNa,0.0,KNs,266.0,266.0,0.0
KNa,0.0,AT,99.0,99.0,0.0
KNa,0.0,VO,18.0,18.0,0.0
KNa,0.5,AS,24.0,28.0,-14.285714285714285
KNa,0.5,CEc,77.0,83.0,-7.228915662650602
KNa,0.5,CEe,3.0,3.0,0.0
KNa,0.5,CL,39.0,43.0,-9.30232558139535
KNa,0.5,MCr,25.0,29.0,-13.793103448275861
KNa,0.5,MCt,134.0,138.0,-2.898550724637681
KNa,0.5,MCu,81.0,88.0,-7.954545454545454
KNa,0.5,MS,20.0,20.0,0.0
KNa,0.5,QLl,63.0,55.0,14.545454545454545
KNa,0.5,QLq,55.0,61.0,-9.836065573770492
KNa,0.5,SNs,0.0,0.0,0.0
KNa,0.5,KNa,457.0,464.0,-1.5086206896551724
KNa,0.5,KNc,232.0,239.0,-2.928870292887029
KNa,0.5,KNf,212.0,233.0,-9.012875536480687
KNa,0.5,KNn,183.0,195.0,-6.153846153846154
KNa,0.5,KNs,267.0,266.0,0.37593984962406013
KNa,0.5,AT,99.0,99.0,0.0
KNa,0.5,VO,18.0,18.0,0.0
KNc,-3.0,AS,25.0,28.0,-10.714285714285714
KNc,-3.0,CEc,71.0,83.0,-14.457831325301203
KNc,-3.0,CEe,3.0,3.0,0.0
KNc,-3.0,CL,30.0,43.0,-30.23255813953488
KNc,-3.0,MCr,19.0,29.0,-34.48275862068966
KNc,-3.0,MCt,111.0,138.0,-19.565217391304348
KNc,-3.0,MCu,75.0,88.0,-14.772727272727273
KNc,-3.0,MS,19.0,20.0,-5.0
KNc,-3.0,QLl,65.0,55.0,18.181818181818183
KNc,-3.0,QLq,56.0,61.0,-8.19672131147541
KNc,-3.0,SNs,0.0,0.0,0.0
KNc,-3.0,KNa,333.0,464.0,-28.23275862068966
KNc,-3.0,KNc,196.0,239.0,-17.99163179916318
KNc,-3.0,KNf,179.0,233.0,-23.17596566523605
KNc,-3.0,KNn,133.0,195.0,-31.794871794871792
KNc,-3.0,KNs,204.0,266.0,-23.308270676691727
KNc,-3.0,AT,86.0,99.0,-13.131313131313133
KNc,-3.0,VO,20.0,18.0,11.11111111111111
KNc,-2.0,AS,29.0,28.0,3.571428571428571
KNc,-2.0,CEc,84.0,83.0,1.2048192771084338
KNc,-2.0,CEe,3.0,3.0,0.0
KNc,-2.0,CL,34.0,43.0,-20.930232558139537
KNc,-2.0,MCr,25.0,29.0,-13.793103448275861
KNc,-2.0,MCt,121.0,138.0,-12.318840579710146
KNc,-2.0,MCu,82.0,88.0,-6.8181818181818175
KNc,-2.0,MS,22.0,20.0,10.0
KNc,-2.0,QLl,60.0,55.0,9.090909090909092
KNc,-2.0,QLq,68.0,61.0,11.475409836065573
KNc,-2.0,SNs,0.0,0.0,0.0
KNc,-2.0,KNa,410.0,464.0,-11.637931034482758
KNc,-2.0,KNc,229.0,239.0,-4.184100418410042
KNc,-2.0,KNf,216.0,233.0,-7.296137339055794
KNc,-2.0,KNn,160.0,195.0,-17.94871794871795
KNc,-2.0,KNs,258.0,266.0,-3.007518796992481
KNc,-2.0,AT,100.0,99.0,1.0101010101010102
KNc,-2.0,VO,20.0,18.0,11.11111111111111
KNc,-1.5,AS,29.0,28.0,3.571428571428571
KNc,-1.5,CEc,91.0,83.0,9.63855421686747
KNc,-1.5,CEe,3.0,3.0,0.0
KNc,-1.5,CL,37.0,43.0,-13.953488372093023
KNc,-1.5,MCr,25.0,29.0,-13.793103448275861
KNc,-1.5,MCt,129.0,138.0,-6.521739130434782
KNc,-1.5,MCu,86.0,88.0,-2.272727272727273
KNc,-1.5,MS,22.0,20.0,10.0
KNc,-1.5,QLl,60.0,55.0,9.090909090909092
KNc,-1.5,QLq,62.0,61.0,1.639344262295082
KNc,-1.5,SNs,0.0,0.0,0.0
KNc,-1.5,KNa,433.0,464.0,-6.68103448275862
KNc,-1.5,KNc,245.0,239.0,2.510460251046025
KNc,-1.5,KNf,222.0,233.0,-4.721030042918455
KNc,-1.5,KNn,164.0,195.0,-15.897435897435896
KNc,-1.5,KNs,267.0,266.0,0.37593984962406013
KNc,-1.5,AT,93.0,99.0,-6.0606060606060606
KNc,-1.5,VO,22.0,18.0,22.22222222222222
KNc,-1.0,AS,33.0,28.0,17.857142857142858
KNc,-1.0,CEc,95.0,83.0,14.457831325301203
KNc,-1.0,CEe,3.0,3.0,0.0
KNc,-1.0,CL,41.0,43.0,-4.651162790697675
KNc,-1.0,MCr,29.0,29.0,0.0
KNc,-1.0,MCt,138.0,138.0,0.0
KNc,-1.0,MCu,87.0,88.0,-1.1363636363636365
KNc,-1.0,MS,22.0,20.0,10.0
KNc,-1.0,QLl,64.0,55.0,16.363636363636363
KNc,-1.0,QLq,65.0,61.0,6.557377049180328
KNc,-1.0,SNs,0.0,0.0,0.0
KNc,-1.0,KNa,422.0,464.0,-9.051724137931034
KNc,-1.0,KNc,239.0,239.0,0.0
KNc,-1.0,KNf,234.0,233.0,0.4291845493562232
KNc,-1.0,KNn,169.0,195.0,-13.333333333333334
KNc,-1.0,KNs,263.0,266.0,-1.1278195488721803
KNc,-1.0,AT,96.0,99.0,-3.0303030303030303
KNc,-1.0,VO,22.0,18.0,22.22222222222222
KNc,0.0,AS,28.0,28.0,0.0
KNc,0.0,CEc,83.0,83.0,0.0
KNc,0.0,CEe,3.0,3.0,0.0
KNc,0.0,CL,43.0,43.0,0.0
KNc,0.0,MCr,29.0,29.0,0.0
KNc,0.0,MCt,138.0,138.0,0.0
KNc,0.0,MCu,88.0,88.0,0.0
KNc,0.0,MS,20.0,20.0,0.0
KNc,0.0,QLl,55.0,55.0,0.0
KNc,0.0,QLq,61.0,61.0,0.0
KNc,0.0,SNs,0.0,0.0,0.0
KNc,0.0,KNa,464.0,464.0,0.0
KNc,0.0,KNc,239.0,239.0,0.0
KNc,0.0,KNf,233.0,233.0,0.0
KNc,0.0,KNn,195.0,195.0,0.0
KNc,0.0,KNs,266.0,266.0,0.0
KNc,0.0,AT,99.0,99.0,0.0
KNc,0.0,VO,18.0,18.0,0.0
KNc,0.5,AS,24.0,28.0,-14.285714285714285
KNc,0.5,CEc,77.0,83.0,-7.228915662650602
KNc,0.5,CEe,3.0,3.0,0.0
KNc,0.5,CL,39.0,43.0,-9.30232558139535
KNc,0.5,MCr,25.0,29.0,-13.793103448275861
KNc,0.5,MCt,134.0,138.0,-2.898550724637681
KNc,0.5,MCu,84.0,88.0,-4.545454545454546
KNc,0.5,MS,20.0,20.0,0.0
KNc,0.5,QLl,59.0,55.0,7.2727272727272725
KNc,0.5,QLq,63.0,61.0,3.278688524590164
KNc,0.5,SNs,0.0,0.0,0.0
KNc,0.5,KNa,465.0,464.0,0.21551724137931033
KNc,0.5,KNc,239.0,239.0,0.0
KNc,0.5,KNf,227.0,233.0,-2.575107296137339
KNc,0.5,KNn,195.0,195.0,0.0
KNc,0.5,KNs,271.0,266.0,1.8796992481203008
KNc,0.5,AT,99.0,99.0,0.0
KNc,0.5,VO,18.0,18.0,0.0
KNf,-3.0,AS,26.0,28.0,-7.142857142857142
KNf,-3.0,CEc,66.0,83.0,-20.481927710843372
KNf,-3.0,CEe,0.0,3.0,-100.0
KNf,-3.0,CL,29.0,43.0,-32.55813953488372
KNf,-3.0,MCr,18.0,29.0,-37.93103448275862
KNf,-3.0,MCt,97.0,138.0,-29.71014492753623
KNf,-3.0,MCu,68.0,88.0,-22.727272727272727
KNf,-3.0,MS,17.0,20.0,-15.0
KNf,-3.0,QLl,44.0,55.0,-20.0
KNf,-3.0,QLq,33.0,61.0,-45.90163934426229
KNf,-3.0,SNs,0.0,0.0,0.0
KNf,-3.0,KNa,251.0,464.0,-45.9051724137931
KNf,-3.0,KNc,146.0,239.0,-38.912133891213394
KNf,-3.0,KNf,121.0,233.0,-48.06866952789699
KNf,-3.0,KNn,100.0,195.0,-48.717948717948715
KNf,-3.0,KNs,160.0,266.0,-39.849624060150376
KNf,-3.0,AT,81.0,99.0,-18.181818181818183
KNf,-3.0,VO,16.0,18.0,-11.11111111111111
KNf,-2.0,AS,29.0,28.0,3.571428571428571
KNf,-2.0,CEc,85.0,83.0,2.4096385542168677
KNf,-2.0,CEe,3.0,3.0,0.0
KNf,-2.0,CL,37.0,43.0,-13.953488372093023
KNf,-2.0,MCr,28.0,29.0,-3.4482758620689653
KNf,-2.0,MCt,134.0,138.0,-2.898550724637681
KNf,-2.0,MCu,82.0,88.0,-6.8181818181818175
KNf,-2.0,MS,22.0,20.0,10.0
KNf,-2.0,QLl,60.0,55.0,9.090909090909092
KNf,-2.0,QLq,49.0,61.0,-19.672131147540984
KNf,-2.0,SNs,0.0,0.0,0.0
KNf,-2.0,KNa,331.0,464.0,-28.663793103448278
KNf,-2.0,KNc,220.0,239.0,-7.949790794979079
KNf,-2.0,KNf,166.0,233.0,-28.75536480686695
KNf,-2.0,KNn,127.0,195.0,-34.87179487179487
KNf,-2.0,KNs,219.0,266.0,-17.669172932330827
KNf,-2.0,AT,99.0,99.0,0.0
KNf,-2.0,VO,20.0,18.0,11.11111111111111
KNf,-1.5,AS,29.0,28.0,3.571428571428571
KNf,-1.5,CEc,89.0,83.0,7.228915662650602
KNf,-1.5,CEe,3.0,3.0,0.0
KNf,-1.5,CL,37.0,43.0,-13.953488372093023
KNf,-1.5,MCr,28.0,29.0,-3.4482758620689653
KNf,-1.5,MCt,134.0,138.0,-2.898550724637681
KNf,-1.5,MCu,88.0,88.0,0.0
KNf,-1.5,MS,22.0,20.0,10.0
KNf,-1.5,QLl,64.0,55.0,16.363636363636363
KNf,-1.5,QLq,51.0,61.0,-16.39344262295082
KNf,-1.5,SNs,0.0,0.0,0.0
KNf,-1.5,KNa,374.0,464.0,-19.396551724137932
KNf,-1.5,KNc,236.0,239.0,-1.2552301255230125
KNf,-1.5,KNf,182.0,233.0,-21.888412017167383
KNf,-1.5,KNn,147.0,195.0,-24.615384615384617
KNf,-1.5,KNs,243.0,266.0,-8.646616541353383
KNf,-1.5,AT,102.0,99.0,3.0303030303030303
KNf,-1.5,VO,22.0,18.0,22.22222222222222
KNf,-1.0,AS,29.0,28.0,3.571428571428571
KNf,-1.0,CEc,88.0,83.0,6.024096385542169
KNf,-1.0,CEe,3.0,3.0,0.0
KNf,-1.0,CL,34.0,43.0,-20.930232558139537
KNf,-1.0,MCr,25.0,29.0,-13.793103448275861
KNf,-1.0,MCt,133.0,138.0,-3.6231884057971016
KNf,-1.0,MCu,83.0,88.0,-5.681818181818182
KNf,-1.0,MS,22.0,20.0,10.0
KNf,-1.0,QLl,57.0,55.0,3.6363636363636362
KNf,-1.0,QLq,56.0,61.0,-8.19672131147541
KNf,-1.0,SNs,0.0,0.0,0.0
KNf,-1.0,KNa,381.0,464.0,-17.887931034482758
KNf,-1.0,KNc,225.0,239.0,-5.857740585774058
KNf,-1.0,KNf,203.0,233.0,-12.875536480686694
KNf,-1.0,KNn,162.0,195.0,-16.923076923076923
KNf,-1.0,KNs,246.0,266.0,-7.518796992481203
KNf,-1.0,AT,99.0,99.0,0.0
KNf,-1.0,VO,22.0,18.0,22.22222222222222
KNf,0.0,AS,28.0,28.0,0.0
KNf,0.0,CEc,83.0,83.0,0.0
KNf,0.0,CEe,3.0,3.0,0.0
KNf,0.0,CL,43.0,43.0,0.0
KNf,0.0,MCr,29.0,29.0,0.0
KNf,0.0,MCt,138.0,138.0,0.0
KNf,0.0,MCu,88.0,88.0,0.0
KNf,0.0,MS,20.0,20.0,0.0
KNf,0.0,QLl,55.0,55.0,0.0
KNf,0.0,QLq,61.0,61.0,0.0
KNf,0.0,SNs,0.0,0.0,0.0
KNf,0.0,KNa,464.0,464.0,0.0
KNf,0.0,KNc,239.0,239.0,0.0
KNf,0.0,KNf,233.0,233.0,0.0
KNf,0.0,KNn,195.0,195.0,0.0
KNf,0.0,KNs,266.0,266.0,0.0
KNf,0.0,AT,99.0,99.0,0.0
KNf,0.0,VO,18.0,18.0,0.0
KNf,0.5,AS,24.0,28.0,-14.285714285714285
KNf,0.5,CEc,82.0,83.0,-1.2048192771084338
KNf,0.5,CEe,3.0,3.0,0.0
KNf,0.5,CL,46.0,43.0,6.976744186046512
KNf,0.5,MCr,27.0,29.0,-6.896551724137931
KNf,0.5,MCt,141.0,138.0,2.1739130434782608
KNf,0.5,MCu,84.0,88.0,-4.545454545454546
KNf,0.5,MS,20.0,20.0,0.0
KNf,0.5,QLl,70.0,55.0,27.27272727272727
KNf,0.5,QLq,70.0,61.0,14.754098360655737
KNf,0.5,SNs,0.0,0.0,0.0
KNf,0.5,KNa,470.0,464.0,1.293103448275862
KNf,0.5,KNc,238.0,239.0,-0.41841004184100417
KNf,0.5,KNf,243.0,233.0,4.291845493562231
KNf,0.5,KNn,197.0,195.0,1.0256410256410255
KNf,0.5,KNs,272.0,266.0,2.2556390977443606
KNf,0.5,AT,99.0,99.0,0.0
KNf,0.5,VO,20.0,18.0,11.11111111111111
KNn,-3.0,AS,21.0,28.0,-25.0
KNn,-3.0,CEc,67.0,83.0,-19.27710843373494
KNn,-3.0,CEe,0.0,3.0,-100.0
KNn,-3.0,CL,21.0,43.0,-51.162790697674424
KNn,-3.0,MCr,15.0,29.0,-48.275862068965516
KNn,-3.0,MCt,98.0,138.0,-28.985507246376812
KNn,-3.0,MCu,63.0,88.0,-28.40909090909091
KNn,-3.0,MS,22.0,20.0,10.0
KNn,-3.0,QLl,48.0,55.0,-12.727272727272727
KNn,-3.0,QLq,41.0,61.0,-32.78688524590164
KNn,-3.0,SNs,0.0,0.0,0.0
KNn,-3.0,KNa,285.0,464.0,-38.577586206896555
KNn,-3.0,KNc,168.0,239.0,-29.707112970711297
KNn,-3.0,KNf,129.0,233.0,-44.63519313304721
KNn,-3.0,KNn,97.0,195.0,-50.256410256410255
KNn,-3.0,KNs,164.0,266.0,-38.34586466165413
KNn,-3.0,AT,81.0,99.0,-18.181818181818183
KNn,-3.0,VO,16.0,18.0,-11.11111111111111
KNn,-2.0,AS,29.0,28.0,3.571428571428571
KNn,-2.0,CEc,87.0,83.0,4.819277108433735
KNn,-2.0,CEe,3.0,3.0,0.0
KNn,-2.0,CL,37.0,43.0,-13.953488372093023
KNn,-2.0,MCr,24.0,29.0,-17.24137931034483
KNn,-2.0,MCt,121.0,138.0,-12.318840579710146
KNn,-2.0,MCu,78.0,88.0,-11.363636363636363
KNn,-2.0,MS,22.0,20.0,10.0
KNn,-2.0,QLl,60.0,55.0,9.090909090909092
KNn,-2.0,QLq,61.0,61.0,0.0
KNn,-2.0,SNs,0.0,0.0,0.0
KNn,-2.0,KNa,337.0,464.0,-27.370689655172413
KNn,-2.0,KNc,206.0,239.0,-13.807531380753138
KNn,-2.0,KNf,191.0,233.0,-18.025751072961373
KNn,-2.0,KNn,126.0,195.0,-35.38461538461539
KNn,-2.0,KNs,220.0,266.0,-17.293233082706767
KNn,-2.0,AT,98.0,99.0,-1.0101010101010102
KNn,-2.0,VO,20.0,18.0,11.11111111111111
KNn,-1.5,AS,29.0,28.0,3.571428571428571
KNn,-1.5,CEc,91.0,83.0,9.63855421686747
KNn,-1.5,CEe,3.0,3.0,0.0
KNn,-1.5,CL,41.0,43.0,-4.651162790697675
KNn,-1.5,MCr,24.0,29.0,-17.24137931034483
KNn,-1.5,MCt,128.0,138.0,-7.246376811594203
KNn,-1.5,MCu,92.0,88.0,4.545454545454546
KNn,-1.5,MS,22.0,20.0,10.0
KNn,-1.5,QLl,56.0,55.0,1.8181818181818181
KNn,-1.5,QLq,65.0,61.0,6.557377049180328
KNn,-1.5,SNs,0.0,0.0,0.0
KNn,-1.5,KNa,395.0,464.0,-14.870689655172415
KNn,-1.5,KNc,240.0,239.0,0.41841004184100417
KNn,-1.5,KNf,206.0,233.0,-11.587982832618025
KNn,-1.5,KNn,153.0,195.0,-21.53846153846154
KNn,-1.5,KNs,255.0,266.0,-4.135338345864661
KNn,-1.5,AT,106.0,99.0,7.07070707070707
KNn,-1.5,VO,22.0,18.0,22.22222222222222
KNn,-1.0,AS,27.0,28.0,-3.571428571428571
KNn,-1.0,CEc,89.0,83.0,7.228915662650602
KNn,-1.0,CEe,3.0,3.0,0.0
KNn,-1.0,CL,41.0,43.0,-4.651162790697675
KNn,-1.0,MCr,24.0,29.0,-17.24137931034483
KNn,-1.0,MCt,132.0,138.0,-4.3478260869565215
KNn,-1.0,MCu,86.0,88.0,-2.272727272727273
KNn,-1.0,MS,22.0,20.0,10.0
KNn,-1.0,QLl,60.0,55.0,9.090909090909092
KNn,-1.0,QLq,70.0,61.0,14.754098360655737
KNn,-1.0,SNs,0.0,0.0,0.0
KNn,-1.0,KNa,408.0,464.0,-12.068965517241379
KNn,-1.0,KNc,232.0,239.0,-2.928870292887029
KNn,-1.0,KNf,229.0,233.0,-1.7167381974248928
KNn,-1.0,KNn,171.0,195.0,-12.307692307692308
KNn,-1.0,KNs,250.0,266.0,-6.015037593984962
KNn,-1.0,AT,101.0,99.0,2.0202020202020203
KNn,-1.0,VO,20.0,18.0,11.11111111111111
KNn,0.0,AS,28.0,28.0,0.0
KNn,0.0,CEc,83.0,83.0,0.0
KNn,0.0,CEe,3.0,3.0,0.0
KNn,0.0,CL,43.0,43.0,0.0
KNn,0.0,MCr,29.0,29.0,0.0
KNn,0.0,MCt,138.0,138.0,0.0
KNn,0.0,MCu,88.0,88.0,0.0
KNn,0.0,MS,20.0,20.0,0.0
KNn,0.0,QLl,55.0,55.0,0.0
KNn,0.0,QLq,61.0,61.0,0.0
KNn,0.0,SNs,0.0,0.0,0.0
KNn,0.0,KNa,464.0,464.0,0.0
KNn,0.0,KNc,239.0,239.0,0.0
KNn,0.0,KNf,233.0,233.0,0.0
KNn,0.0,KNn,195.0,195.0,0.0
KNn,0.0,KNs,266.0,266.0,0.0
KNn,0.0,AT,99.0,99.0,0.0
KNn,0.0,VO,18.0,18.0,0.0
KNn,0.5,AS,24.0,28.0,-14.285714285714285
KNn,0.5,CEc,77.0,83.0,-7.228915662650602
KNn,0.5,CEe,3.0,3.0,0.0
KNn,0.5,CL,39.0,43.0,-9.30232558139535
KNn,0.5,MCr,25.0,29.0,-13.793103448275861
KNn,0.5,MCt,137.0,138.0,-0.7246376811594203
KNn,0.5,MCu,87.0,88.0,-1.1363636363636365
KNn,0.5,MS,20.0,20.0,0.0
KNn,0.5,QLl,66.0,55.0,20.0
KNn,0.5,QLq,62.0,61.0,1.639344262295082
KNn,0.5,SNs,0.0,0.0,0.0
KNn,0.5,KNa,468.0,464.0,0.8620689655172413
KNn,0.5,KNc,239.0,239.0,0.0
KNn,0.5,KNf,226.0,233.0,-3.004291845493562
KNn,0.5,KNn,194.0,195.0,-0.5128205128205128
KNn,0.5,KNs,267.0,266.0,0.37593984962406013
KNn,0.5,AT,103.0,99.0,4.040404040404041
KNn,0.5,VO,18.0,18.0,0.0
KNs,-3.0,AS,20.0,28.0,-28.57142857142857
KNs,-3.0,CEc,75.0,83.0,-9.63855421686747
KNs,-3.0,CEe,3.0,3.0,0.0
KNs,-3.0,CL,28.0,43.0,-34.883720930232556
KNs,-3.0,MCr,21.0,29.0,-27.586206896551722
KNs,-3.0,MCt,113.0,138.0,-18.115942028985508
KNs,-3.0,MCu,68.0,88.0,-22.727272727272727
KNs,-3.0,MS,19.0,20.0,-5.0
KNs,-3.0,QLl,44.0,55.0,-20.0
KNs,-3.0,QLq,53.0,61.0,-13.114754098360656
KNs,-3.0,SNs,0.0,0.0,0.0
KNs,-3.0,KNa,306.0,464.0,-34.05172413793103
KNs,-3.0,KNc,194.0,239.0,-18.828451882845187
KNs,-3.0,KNf,146.0,233.0,-37.33905579399141
KNs,-3.0,KNn,109.0,195.0,-44.1025641025641
KNs,-3.0,KNs,190.0,266.0,-28.57142857142857
KNs,-3.0,AT,87.0,99.0,-12.121212121212121
KNs,-3.0,VO,20.0,18.0,11.11111111111111
KNs,-2.0,AS,26.0,28.0,-7.142857142857142
KNs,-2.0,CEc,93.0,83.0,12.048192771084338
KNs,-2.0,CEe,3.0,3.0,0.0
KNs,-2.0,CL,43.0,43.0,0.0
KNs,-2.0,MCr,31.0,29.0,6.896551724137931
KNs,-2.0,MCt,137.0,138.0,-0.7246376811594203
KNs,-2.0,MCu,95.0,88.0,7.954545454545454
KNs,-2.0,MS,25.0,20.0,25.0
KNs,-2.0,QLl,74.0,55.0,34.54545454545455
KNs,-2.0,QLq,75.0,61.0,22.950819672131146
KNs,-2.0,SNs,0.0,0.0,0.0
KNs,-2.0,KNa,369.0,464.0,-20.474137931034484
KNs,-2.0,KNc,232.0,239.0,-2.928870292887029
KNs,-2.0,KNf,197.0,233.0,-15.450643776824036
KNs,-2.0,KNn,138.0,195.0,-29.230769230769234
KNs,-2.0,KNs,230.0,266.0,-13.533834586466165
KNs,-2.0,AT,110.0,99.0,11.11111111111111
KNs,-2.0,VO,20.0,18.0,11.11111111111111
KNs,-1.5,AS,26.0,28.0,-7.142857142857142
KNs,-1.5,CEc,92.0,83.0,10.843373493975903
KNs,-1.5,CEe,3.0,3.0,0.0
KNs,-1.5,CL,40.0,43.0,-6.976744186046512
KNs,-1.5,MCr,24.0,29.0,-17.24137931034483
KNs,-1.5,MCt,134.0,138.0,-2.898550724637681
KNs,-1.5,MCu,93.0,88.0,5.681818181818182
KNs,-1.5,MS,22.0,20.0,10.0
KNs,-1.5,QLl,66.0,55.0,20.0
KNs,-1.5,QLq,76.0,61.0,24.59016393442623
KNs,-1.5,SNs,0.0,0.0,0.0
KNs,-1.5,KNa,385.0,464.0,-17.025862068965516
KNs,-1.5,KNc,239.0,239.0,0.0
