discouraged_ability,alpha,test_ability,score,baseline,delta_pct
AS,-2.0,VO,270.0,316.0,-14.556962025316455
AS,-1.5,AS,381.0,429.0,-11.188811188811188
AS,-1.5,CEc,455.0,492.0,-7.520325203252034
AS,-1.5,CEe,35.0,38.0,-7.894736842105263
AS,-1.5,CL,312.0,348.0,-10.344827586206897
AS,-1.5,MCr,285.0,307.0,-7.166123778501629
AS,-1.5,MCt,455.0,498.0,-8.634538152610443
AS,-1.5,MCu,467.0,510.0,-8.431372549019608
AS,-1.5,MS,115.0,122.0,-5.737704918032787
AS,-1.5,QLl,301.0,318.0,-5.345911949685535
AS,-1.5,QLq,171.0,177.0,-3.389830508474576
AS,-1.5,SNs,8.0,8.0,0.0
AS,-1.5,KNa,477.0,533.0,-10.506566604127581
AS,-1.5,KNc,351.0,345.0,1.7391304347826086
AS,-1.5,KNf,279.0,292.0,-4.4520547945205475
AS,-1.5,KNn,243.0,290.0,-16.206896551724135
AS,-1.5,KNs,332.0,350.0,-5.142857142857142
AS,-1.5,AT,412.0,440.0,-6.363636363636363
AS,-1.5,VO,297.0,316.0,-6.012658227848101
AS,-1.0,AS,401.0,429.0,-6.526806526806526
AS,-1.0,CEc,468.0,492.0,-4.878048780487805
AS,-1.0,CEe,38.0,38.0,0.0
AS,-1.0,CL,331.0,348.0,-4.885057471264368
AS,-1.0,MCr,292.0,307.0,-4.88599348534202
AS,-1.0,MCt,476.0,498.0,-4.417670682730924
AS,-1.0,MCu,483.0,510.0,-5.294117647058823
AS,-1.0,MS,120.0,122.0,-1.639344262295082
AS,-1.0,QLl,307.0,318.0,-3.459119496855346
AS,-1.0,QLq,169.0,177.0,-4.519774011299435
AS,-1.0,SNs,8.0,8.0,0.0
AS,-1.0,KNa,495.0,533.0,-7.129455909943714
AS,-1.0,KNc,341.0,345.0,-1.1594202898550725
AS,-1.0,KNf,279.0,292.0,-4.4520547945205475
AS,-1.0,KNn,258.0,290.0,-11.03448275862069
AS,-1.0,KNs,339.0,350.0,-3.1428571428571432
AS,-1.0,AT,420.0,440.0,-4.545454545454546
AS,-1.0,VO,304.0,316.0,-3.79746835443038
AS,0.0,AS,429.0,429.0,0.0
AS,0.0,CEc,492.0,492.0,0.0
AS,0.0,CEe,38.0,38.0,0.0
AS,0.0,CL,348.0,348.0,0.0
AS,0.0,MCr,307.0,307.0,0.0
AS,0.0,MCt,498.0,498.0,0.0
AS,0.0,MCu,510.0,510.0,0.0
AS,0.0,MS,122.0,122.0,0.0
AS,0.0,QLl,318.0,318.0,0.0
AS,0.0,QLq,177.0,177.0,0.0
AS,0.0,SNs,8.0,8.0,0.0
AS,0.0,KNa,533.0,533.0,0.0
AS,0.0,KNc,345.0,345.0,0.0
AS,0.0,KNf,292.0,292.0,0.0
AS,0.0,KNn,290.0,290.0,0.0
AS,0.0,KNs,350.0,350.0,0.0
AS,0.0,AT,440.0,440.0,0.0
AS,0.0,VO,316.0,316.0,0.0
AS,0.5,AS,432.0,429.0,0.6993006993006993
AS,0.5,CEc,493.0,492.0,0.20325203252032523
AS,0.5,CEe,40.0,38.0,5.263157894736842
AS,0.5,CL,348.0,348.0,0.0
AS,0.5,MCr,311.0,307.0,1.3029315960912053
AS,0.5,MCt,498.0,498.0,0.0
AS,0.5,MCu,513.0,510.0,0.5882352941176471
AS,0.5,MS,122.0,122.0,0.0
AS,0.5,QLl,321.0,318.0,0.9433962264150944
AS,0.5,QLq,169.0,177.0,-4.519774011299435
AS,0.5,SNs,8.0,8.0,0.0
AS,0.5,KNa,530.0,533.0,-0.5628517823639775
AS,0.5,KNc,352.0,345.0,2.0289855072463765
AS,0.5,KNf,283.0,292.0,-3.0821917808219177
AS,0.5,KNn,282.0,290.0,-2.7586206896551726
AS,0.5,KNs,355.0,350.0,1.4285714285714286
AS,0.5,AT,442.0,440.0,0.45454545454545453
AS,0.5,VO,315.0,316.0,-0.31645569620253167
AT,-3.0,AS,352.0,429.0,-17.94871794871795
AT,-3.0,CEc,416.0,492.0,-15.447154471544716
AT,-3.0,CEe,40.0,38.0,5.263157894736842
AT,-3.0,CL,301.0,348.0,-13.505747126436782
AT,-3.0,MCr,260.0,307.0,-15.309446254071663
AT,-3.0,MCt,426.0,498.0,-14.457831325301203
AT,-3.0,MCu,420.0,510.0,-17.647058823529413
AT,-3.0,MS,108.0,122.0,-11.475409836065573
AT,-3.0,QLl,281.0,318.0,-11.635220125786164
AT,-3.0,QLq,151.0,177.0,-14.689265536723164
AT,-3.0,SNs,4.0,8.0,-50.0
AT,-3.0,KNa,412.0,533.0,-22.70168855534709
AT,-3.0,KNc,304.0,345.0,-11.884057971014492
AT,-3.0,KNf,241.0,292.0,-17.465753424657535
AT,-3.0,KNn,212.0,290.0,-26.89655172413793
AT,-3.0,KNs,300.0,350.0,-14.285714285714285
AT,-3.0,AT,367.0,440.0,-16.590909090909093
AT,-3.0,VO,264.0,316.0,-16.455696202531644
AT,-2.0,AS,389.0,429.0,-9.324009324009324
AT,-2.0,CEc,452.0,492.0,-8.130081300813007
AT,-2.0,CEe,40.0,38.0,5.263157894736842
AT,-2.0,CL,319.0,348.0,-8.333333333333332
AT,-2.0,MCr,285.0,307.0,-7.166123778501629
AT,-2.0,MCt,457.0,498.0,-8.23293172690763
AT,-2.0,MCu,457.0,510.0,-10.392156862745098
AT,-2.0,MS,121.0,122.0,-0.819672131147541
AT,-2.0,QLl,295.0,318.0,-7.232704402515723
AT,-2.0,QLq,160.0,177.0,-9.6045197740113
AT,-2.0,SNs,6.0,8.0,-25.0
AT,-2.0,KNa,466.0,533.0,-12.570356472795496
AT,-2.0,KNc,322.0,345.0,-6.666666666666667
AT,-2.0,KNf,258.0,292.0,-11.643835616438356
AT,-2.0,KNn,253.0,290.0,-12.758620689655173
AT,-2.0,KNs,332.0,350.0,-5.142857142857142
AT,-2.0,AT,397.0,440.0,-9.772727272727273
AT,-2.0,VO,290.0,316.0,-8.227848101265822
AT,-1.5,AS,411.0,429.0,-4.195804195804196
AT,-1.5,CEc,478.0,492.0,-2.8455284552845526
AT,-1.5,CEe,40.0,38.0,5.263157894736842
AT,-1.5,CL,337.0,348.0,-3.1609195402298855
AT,-1.5,MCr,309.0,307.0,0.6514657980456027
AT,-1.5,MCt,483.0,498.0,-3.0120481927710845
AT,-1.5,MCu,489.0,510.0,-4.117647058823529
AT,-1.5,MS,128.0,122.0,4.918032786885246
AT,-1.5,QLl,314.0,318.0,-1.257861635220126
AT,-1.5,QLq,166.0,177.0,-6.214689265536723
AT,-1.5,SNs,6.0,8.0,-25.0
AT,-1.5,KNa,499.0,533.0,-6.378986866791744
AT,-1.5,KNc,341.0,345.0,-1.1594202898550725
AT,-1.5,KNf,271.0,292.0,-7.191780821917808
AT,-1.5,KNn,264.0,290.0,-8.96551724137931
AT,-1.5,KNs,354.0,350.0,1.1428571428571428
AT,-1.5,AT,419.0,440.0,-4.772727272727273
AT,-1.5,VO,308.0,316.0,-2.5316455696202533
AT,-1.0,AS,425.0,429.0,-0.9324009324009324
AT,-1.0,CEc,490.0,492.0,-0.40650406504065045
AT,-1.0,CEe,40.0,38.0,5.263157894736842
AT,-1.0,CL,350.0,348.0,0.5747126436781609
AT,-1.0,MCr,312.0,307.0,1.6286644951140066
AT,-1.0,MCt,498.0,498.0,0.0
AT,-1.0,MCu,501.0,510.0,-1.7647058823529411
AT,-1.0,MS,128.0,122.0,4.918032786885246
AT,-1.0,QLl,327.0,318.0,2.8301886792452833
AT,-1.0,QLq,183.0,177.0,3.389830508474576
AT,-1.0,SNs,8.0,8.0,0.0
AT,-1.0,KNa,519.0,533.0,-2.6266416510318953
AT,-1.0,KNc,342.0,345.0,-0.8695652173913043
AT,-1.0,KNf,298.0,292.0,2.054794520547945
AT,-1.0,KNn,275.0,290.0,-5.172413793103448
AT,-1.0,KNs,353.0,350.0,0.8571428571428572
AT,-1.0,AT,430.0,440.0,-2.272727272727273
AT,-1.0,VO,324.0,316.0,2.5316455696202533
AT,0.0,AS,429.0,429.0,0.0
AT,0.0,CEc,492.0,492.0,0.0
AT,0.0,CEe,38.0,38.0,0.0
AT,0.0,CL,348.0,348.0,0.0
AT,0.0,MCr,307.0,307.0,0.0
AT,0.0,MCt,498.0,498.0,0.0
AT,0.0,MCu,510.0,510.0,0.0
AT,0.0,MS,122.0,122.0,0.0
AT,0.0,QLl,318.0,318.0,0.0
AT,0.0,QLq,177.0,177.0,0.0
AT,0.0,SNs,8.0,8.0,0.0
AT,0.0,KNa,533.0,533.0,0.0
AT,0.0,KNc,345.0,345.0,0.0
AT,0.0,KNf,292.0,292.0,0.0
AT,0.0,KNn,290.0,290.0,0.0
AT,0.0,KNs,350.0,350.0,0.0
AT,0.0,AT,440.0,440.0,0.0
AT,0.0,VO,316.0,316.0,0.0
AT,0.5,AS,422.0,429.0,-1.6317016317016315
AT,0.5,CEc,490.0,492.0,-0.40650406504065045
AT,0.5,CEe,35.0,38.0,-7.894736842105263
AT,0.5,CL,350.0,348.0,0.5747126436781609
AT,0.5,MCr,312.0,307.0,1.6286644951140066
AT,0.5,MCt,497.0,498.0,-0.2008032128514056
AT,0.5,MCu,511.0,510.0,0.19607843137254902
AT,0.5,MS,119.0,122.0,-2.459016393442623
AT,0.5,QLl,321.0,318.0,0.9433962264150944
AT,0.5,QLq,174.0,177.0,-1.694915254237288
AT,0.5,SNs,8.0,8.0,0.0
AT,0.5,KNa,531.0,533.0,-0.37523452157598497
AT,0.5,KNc,338.0,345.0,-2.0289855072463765
AT,0.5,KNf,287.0,292.0,-1.7123287671232876
AT,0.5,KNn,283.0,290.0,-2.413793103448276
AT,0.5,KNs,346.0,350.0,-1.1428571428571428
AT,0.5,AT,444.0,440.0,0.9090909090909091
AT,0.5,VO,310.0,316.0,-1.89873417721519
CEc,-3.0,AS,343.0,429.0,-20.04662004662005
CEc,-3.0,CEc,422.0,492.0,-14.227642276422763
CEc,-3.0,CEe,32.0,38.0,-15.789473684210526
CEc,-3.0,CL,294.0,348.0,-15.517241379310345
CEc,-3.0,MCr,267.0,307.0,-13.029315960912053
CEc,-3.0,MCt,420.0,498.0,-15.66265060240964
CEc,-3.0,MCu,416.0,510.0,-18.43137254901961
CEc,-3.0,MS,103.0,122.0,-15.573770491803279
CEc,-3.0,QLl,271.0,318.0,-14.779874213836477
CEc,-3.0,QLq,146.0,177.0,-17.51412429378531
CEc,-3.0,SNs,8.0,8.0,0.0
CEc,-3.0,KNa,411.0,533.0,-22.88930581613508
CEc,-3.0,KNc,314.0,345.0,-8.985507246376812
CEc,-3.0,KNf,244.0,292.0,-16.43835616438356
CEc,-3.0,KNn,205.0,290.0,-29.310344827586203
CEc,-3.0,KNs,308.0,350.0,-12.0
CEc,-3.0,AT,373.0,440.0,-15.227272727272728
CEc,-3.0,VO,264.0,316.0,-16.455696202531644
CEc,-2.0,AS,370.0,429.0,-13.752913752913754
CEc,-2.0,CEc,445.0,492.0,-9.552845528455284
CEc,-2.0,CEe,35.0,38.0,-7.894736842105263
CEc,-2.0,CL,309.0,348.0,-11.206896551724139
CEc,-2.0,MCr,277.0,307.0,-9.77198697068404
CEc,-2.0,MCt,448.0,498.0,-10.040160642570282
CEc,-2.0,MCu,445.0,510.0,-12.745098039215685
CEc,-2.0,MS,116.0,122.0,-4.918032786885246
CEc,-2.0,QLl,297.0,318.0,-6.60377358490566
CEc,-2.0,QLq,169.0,177.0,-4.519774011299435
CEc,-2.0,SNs,8.0,8.0,0.0
CEc,-2.0,KNa,451.0,533.0,-15.384615384615385
CEc,-2.0,KNc,327.0,345.0,-5.217391304347826
CEc,-2.0,KNf,278.0,292.0,-4.794520547945205
CEc,-2.0,KNn,234.0,290.0,-19.310344827586206
CEc,-2.0,KNs,315.0,350.0,-10.0
CEc,-2.0,AT,393.0,440.0,-10.681818181818182
CEc,-2.0,VO,285.0,316.0,-9.81012658227848
CEc,-1.5,AS,378.0,429.0,-11.888111888111888
CEc,-1.5,CEc,457.0,492.0,-7.113821138211382
CEc,-1.5,CEe,37.0,38.0,-2.631578947368421
CEc,-1.5,CL,317.0,348.0,-8.908045977011495
CEc,-1.5,MCr,291.0,307.0,-5.211726384364821
CEc,-1.5,MCt,461.0,498.0,-7.429718875502007
CEc,-1.5,MCu,462.0,510.0,-9.411764705882353
CEc,-1.5,MS,121.0,122.0,-0.819672131147541
CEc,-1.5,QLl,302.0,318.0,-5.031446540880504
CEc,-1.5,QLq,167.0,177.0,-5.649717514124294
CEc,-1.5,SNs,6.0,8.0,-25.0
CEc,-1.5,KNa,464.0,533.0,-12.94559099437148
CEc,-1.5,KNc,330.0,345.0,-4.3478260869565215
CEc,-1.5,KNf,274.0,292.0,-6.164383561643835
CEc,-1.5,KNn,240.0,290.0,-17.24137931034483
CEc,-1.5,KNs,324.0,350.0,-7.428571428571429
CEc,-1.5,AT,401.0,440.0,-8.863636363636363
CEc,-1.5,VO,292.0,316.0,-7.59493670886076
CEc,-1.0,AS,399.0,429.0,-6.993006993006993
CEc,-1.0,CEc,466.0,492.0,-5.284552845528456
CEc,-1.0,CEe,35.0,38.0,-7.894736842105263
CEc,-1.0,CL,332.0,348.0,-4.597701149425287
CEc,-1.0,MCr,294.0,307.0,-4.234527687296417
CEc,-1.0,MCt,475.0,498.0,-4.618473895582329
CEc,-1.0,MCu,479.0,510.0,-6.078431372549019
CEc,-1.0,MS,119.0,122.0,-2.459016393442623
CEc,-1.0,QLl,312.0,318.0,-1.8867924528301887
CEc,-1.0,QLq,173.0,177.0,-2.2598870056497176
CEc,-1.0,SNs,6.0,8.0,-25.0
CEc,-1.0,KNa,491.0,533.0,-7.879924953095685
CEc,-1.0,KNc,333.0,345.0,-3.4782608695652173
CEc,-1.0,KNf,285.0,292.0,-2.3972602739726026
CEc,-1.0,KNn,261.0,290.0,-10.0
CEc,-1.0,KNs,333.0,350.0,-4.857142857142857
CEc,-1.0,AT,417.0,440.0,-5.227272727272727
CEc,-1.0,VO,300.0,316.0,-5.063291139240507
CEc,0.0,AS,429.0,429.0,0.0
CEc,0.0,CEc,492.0,492.0,0.0
CEc,0.0,CEe,38.0,38.0,0.0
CEc,0.0,CL,348.0,348.0,0.0
CEc,0.0,MCr,307.0,307.0,0.0
CEc,0.0,MCt,498.0,498.0,0.0
CEc,0.0,MCu,510.0,510.0,0.0
CEc,0.0,MS,122.0,122.0,0.0
CEc,0.0,QLl,318.0,318.0,0.0
CEc,0.0,QLq,177.0,177.0,0.0
CEc,0.0,SNs,8.0,8.0,0.0
CEc,0.0,KNa,533.0,533.0,0.0
CEc,0.0,KNc,345.0,345.0,0.0
CEc,0.0,KNf,292.0,292.0,0.0
CEc,0.0,KNn,290.0,290.0,0.0
CEc,0.0,KNs,350.0,350.0,0.0
CEc,0.0,AT,440.0,440.0,0.0
CEc,0.0,VO,316.0,316.0,0.0
CEc,0.5,AS,429.0,429.0,0.0
CEc,0.5,CEc,493.0,492.0,0.20325203252032523
CEc,0.5,CEe,38.0,38.0,0.0
CEc,0.5,CL,353.0,348.0,1.4367816091954022
CEc,0.5,MCr,314.0,307.0,2.2801302931596092
CEc,0.5,MCt,498.0,498.0,0.0
CEc,0.5,MCu,511.0,510.0,0.19607843137254902
CEc,0.5,MS,122.0,122.0,0.0
CEc,0.5,QLl,322.0,318.0,1.257861635220126
CEc,0.5,QLq,171.0,177.0,-3.389830508474576
CEc,0.5,SNs,8.0,8.0,0.0
CEc,0.5,KNa,531.0,533.0,-0.37523452157598497
CEc,0.5,KNc,344.0,345.0,-0.2898550724637681
CEc,0.5,KNf,282.0,292.0,-3.4246575342465753
CEc,0.5,KNn,287.0,290.0,-1.0344827586206897
CEc,0.5,KNs,355.0,350.0,1.4285714285714286
CEc,0.5,AT,440.0,440.0,0.0
CEc,0.5,VO,315.0,316.0,-0.31645569620253167
CEe,-3.0,AS,224.0,429.0,-47.785547785547784
CEe,-3.0,CEc,294.0,492.0,-40.243902439024396
CEe,-3.0,CEe,26.0,38.0,-31.57894736842105
CEe,-3.0,CL,194.0,348.0,-44.252873563218394
CEe,-3.0,MCr,173.0,307.0,-43.648208469055376
CEe,-3.0,MCt,286.0,498.0,-42.570281124497996
CEe,-3.0,MCu,280.0,510.0,-45.09803921568628
CEe,-3.0,MS,82.0,122.0,-32.78688524590164
CEe,-3.0,QLl,176.0,318.0,-44.65408805031446
CEe,-3.0,QLq,88.0,177.0,-50.282485875706215
CEe,-3.0,SNs,4.0,8.0,-50.0
CEe,-3.0,KNa,272.0,533.0,-48.96810506566604
CEe,-3.0,KNc,225.0,345.0,-34.78260869565217
CEe,-3.0,KNf,152.0,292.0,-47.94520547945205
CEe,-3.0,KNn,142.0,290.0,-51.03448275862069
CEe,-3.0,KNs,203.0,350.0,-42.0
CEe,-3.0,AT,251.0,440.0,-42.95454545454545
CEe,-3.0,VO,180.0,316.0,-43.037974683544306
CEe,-2.0,AS,313.0,429.0,-27.03962703962704
CEe,-2.0,CEc,385.0,492.0,-21.747967479674795
CEe,-2.0,CEe,34.0,38.0,-10.526315789473683
CEe,-2.0,CL,271.0,348.0,-22.126436781609197
CEe,-2.0,MCr,236.0,307.0,-23.12703583061889
CEe,-2.0,MCt,388.0,498.0,-22.08835341365462
CEe,-2.0,MCu,377.0,510.0,-26.078431372549023
CEe,-2.0,MS,101.0,122.0,-17.21311475409836
CEe,-2.0,QLl,251.0,318.0,-21.069182389937108
CEe,-2.0,QLq,128.0,177.0,-27.683615819209038
CEe,-2.0,SNs,8.0,8.0,0.0
CEe,-2.0,KNa,401.0,533.0,-24.765478424015008
CEe,-2.0,KNc,306.0,345.0,-11.304347826086957
CEe,-2.0,KNf,219.0,292.0,-25.0
CEe,-2.0,KNn,210.0,290.0,-27.586206896551722
CEe,-2.0,KNs,272.0,350.0,-22.285714285714285
CEe,-2.0,AT,330.0,440.0,-25.0
CEe,-2.0,VO,247.0,316.0,-21.835443037974684
CEe,-1.5,AS,347.0,429.0,-19.114219114219114
CEe,-1.5,CEc,414.0,492.0,-15.853658536585366
CEe,-1.5,CEe,34.0,38.0,-10.526315789473683
CEe,-1.5,CL,292.0,348.0,-16.091954022988507
CEe,-1.5,MCr,267.0,307.0,-13.029315960912053
CEe,-1.5,MCt,413.0,498.0,-17.06827309236948
CEe,-1.5,MCu,418.0,510.0,-18.03921568627451
CEe,-1.5,MS,114.0,122.0,-6.557377049180328
CEe,-1.5,QLl,269.0,318.0,-15.40880503144654
CEe,-1.5,QLq,136.0,177.0,-23.163841807909606
CEe,-1.5,SNs,8.0,8.0,0.0
CEe,-1.5,KNa,426.0,533.0,-20.075046904315197
CEe,-1.5,KNc,327.0,345.0,-5.217391304347826
CEe,-1.5,KNf,225.0,292.0,-22.945205479452056
CEe,-1.5,KNn,221.0,290.0,-23.79310344827586
CEe,-1.5,KNs,305.0,350.0,-12.857142857142856
CEe,-1.5,AT,366.0,440.0,-16.818181818181817
CEe,-1.5,VO,261.0,316.0,-17.405063291139243
CEe,-1.0,AS,391.0,429.0,-8.857808857808857
CEe,-1.0,CEc,454.0,492.0,-7.723577235772358
CEe,-1.0,CEe,35.0,38.0,-7.894736842105263
CEe,-1.0,CL,314.0,348.0,-9.770114942528735
CEe,-1.0,MCr,286.0,307.0,-6.840390879478828
CEe,-1.0,MCt,450.0,498.0,-9.63855421686747
CEe,-1.0,MCu,462.0,510.0,-9.411764705882353
CEe,-1.0,MS,119.0,122.0,-2.459016393442623
CEe,-1.0,QLl,290.0,318.0,-8.80503144654088
CEe,-1.0,QLq,146.0,177.0,-17.51412429378531
CEe,-1.0,SNs,8.0,8.0,0.0
CEe,-1.0,KNa,489.0,533.0,-8.25515947467167
CEe,-1.0,KNc,332.0,345.0,-3.768115942028986
CEe,-1.0,KNf,255.0,292.0,-12.67123287671233
CEe,-1.0,KNn,255.0,290.0,-12.068965517241379
CEe,-1.0,KNs,334.0,350.0,-4.571428571428571
CEe,-1.0,AT,394.0,440.0,-10.454545454545453
CEe,-1.0,VO,282.0,316.0,-10.759493670886076
CEe,0.0,AS,429.0,429.0,0.0
CEe,0.0,CEc,492.0,492.0,0.0
CEe,0.0,CEe,38.0,38.0,0.0
CEe,0.0,CL,348.0,348.0,0.0
CEe,0.0,MCr,307.0,307.0,0.0
CEe,0.0,MCt,498.0,498.0,0.0
CEe,0.0,MCu,510.0,510.0,0.0
CEe,0.0,MS,122.0,122.0,0.0
CEe,0.0,QLl,318.0,318.0,0.0
CEe,0.0,QLq,177.0,177.0,0.0
CEe,0.0,SNs,8.0,8.0,0.0
CEe,0.0,KNa,533.0,533.0,0.0
CEe,0.0,KNc,345.0,345.0,0.0
CEe,0.0,KNf,292.0,292.0,0.0
CEe,0.0,KNn,290.0,290.0,0.0
CEe,0.0,KNs,350.0,350.0,0.0
CEe,0.0,AT,440.0,440.0,0.0
CEe,0.0,VO,316.0,316.0,0.0
CEe,0.5,AS,434.0,429.0,1.1655011655011656
CEe,0.5,CEc,502.0,492.0,2.0325203252032518
CEe,0.5,CEe,40.0,38.0,5.263157894736842
CEe,0.5,CL,356.0,348.0,2.2988505747126435
CEe,0.5,MCr,319.0,307.0,3.908794788273615
CEe,0.5,MCt,508.0,498.0,2.0080321285140563
CEe,0.5,MCu,520.0,510.0,1.9607843137254901
CEe,0.5,MS,122.0,122.0,0.0
CEe,0.5,QLl,328.0,318.0,3.1446540880503147
CEe,0.5,QLq,181.0,177.0,2.2598870056497176
CEe,0.5,SNs,10.0,8.0,25.0
CEe,0.5,KNa,540.0,533.0,1.3133208255159476
CEe,0.5,KNc,353.0,345.0,2.318840579710145
CEe,0.5,KNf,297.0,292.0,1.7123287671232876
CEe,0.5,KNn,292.0,290.0,0.6896551724137931
CEe,0.5,KNs,355.0,350.0,1.4285714285714286
CEe,0.5,AT,449.0,440.0,2.0454545454545454
CEe,0.5,VO,319.0,316.0,0.949367088607595
CL,-3.0,AS,301.0,429.0,-29.836829836829835
CL,-3.0,CEc,379.0,492.0,-22.96747967479675
CL,-3.0,CEe,37.0,38.0,-2.631578947368421
CL,-3.0,CL,275.0,348.0,-20.977011494252874
CL,-3.0,MCr,236.0,307.0,-23.12703583061889
CL,-3.0,MCt,383.0,498.0,-23.09236947791165
CL,-3.0,MCu,367.0,510.0,-28.03921568627451
CL,-3.0,MS,105.0,122.0,-13.934426229508196
CL,-3.0,QLl,248.0,318.0,-22.0125786163522
CL,-3.0,QLq,133.0,177.0,-24.858757062146893
CL,-3.0,SNs,6.0,8.0,-25.0
CL,-3.0,KNa,384.0,533.0,-27.954971857410882
CL,-3.0,KNc,286.0,345.0,-17.101449275362317
CL,-3.0,KNf,214.0,292.0,-26.71232876712329
CL,-3.0,KNn,188.0,290.0,-35.172413793103445
CL,-3.0,KNs,251.0,350.0,-28.285714285714285
CL,-3.0,AT,331.0,440.0,-24.772727272727273
CL,-3.0,VO,240.0,316.0,-24.050632911392405
CL,-2.0,AS,353.0,429.0,-17.715617715617714
CL,-2.0,CEc,435.0,492.0,-11.585365853658537
CL,-2.0,CEe,40.0,38.0,5.263157894736842
CL,-2.0,CL,307.0,348.0,-11.781609195402298
CL,-2.0,MCr,279.0,307.0,-9.120521172638437
CL,-2.0,MCt,438.0,498.0,-12.048192771084338
CL,-2.0,MCu,433.0,510.0,-15.098039215686274
CL,-2.0,MS,120.0,122.0,-1.639344262295082
CL,-2.0,QLl,294.0,318.0,-7.547169811320755
CL,-2.0,QLq,156.0,177.0,-11.864406779661017
CL,-2.0,SNs,8.0,8.0,0.0
CL,-2.0,KNa,439.0,533.0,-17.636022514071296
CL,-2.0,KNc,338.0,345.0,-2.0289855072463765
CL,-2.0,KNf,250.0,292.0,-14.383561643835616
CL,-2.0,KNn,208.0,290.0,-28.27586206896552
CL,-2.0,KNs,311.0,350.0,-11.142857142857142
CL,-2.0,AT,387.0,440.0,-12.045454545454545
CL,-2.0,VO,281.0,316.0,-11.075949367088606
CL,-1.5,AS,375.0,429.0,-12.587412587412588
CL,-1.5,CEc,452.0,492.0,-8.130081300813007
CL,-1.5,CEe,40.0,38.0,5.263157894736842
CL,-1.5,CL,317.0,348.0,-8.908045977011495
CL,-1.5,MCr,291.0,307.0,-5.211726384364821
CL,-1.5,MCt,455.0,498.0,-8.634538152610443
CL,-1.5,MCu,460.0,510.0,-9.803921568627452
CL,-1.5,MS,123.0,122.0,0.819672131147541
CL,-1.5,QLl,295.0,318.0,-7.232704402515723
CL,-1.5,QLq,159.0,177.0,-10.16949152542373
CL,-1.5,SNs,8.0,8.0,0.0
CL,-1.5,KNa,474.0,533.0,-11.069418386491558
CL,-1.5,KNc,348.0,345.0,0.8695652173913043
CL,-1.5,KNf,256.0,292.0,-12.32876712328767
CL,-1.5,KNn,242.0,290.0,-16.551724137931036
CL,-1.5,KNs,324.0,350.0,-7.428571428571429
CL,-1.5,AT,402.0,440.0,-8.636363636363637
CL,-1.5,VO,291.0,316.0,-7.9113924050632916
CL,-1.0,AS,403.0,429.0,-6.0606060606060606
CL,-1.0,CEc,483.0,492.0,-1.8292682926829267
CL,-1.0,CEe,38.0,38.0,0.0
CL,-1.0,CL,340.0,348.0,-2.2988505747126435
CL,-1.0,MCr,306.0,307.0,-0.32573289902280134
CL,-1.0,MCt,488.0,498.0,-2.0080321285140563
CL,-1.0,MCu,492.0,510.0,-3.5294117647058822
CL,-1.0,MS,127.0,122.0,4.098360655737705
CL,-1.0,QLl,324.0,318.0,1.8867924528301887
CL,-1.0,QLq,176.0,177.0,-0.5649717514124294
CL,-1.0,SNs,8.0,8.0,0.0
CL,-1.0,KNa,514.0,533.0,-3.564727954971857
CL,-1.0,KNc,352.0,345.0,2.0289855072463765
CL,-1.0,KNf,288.0,292.0,-1.36986301369863
CL,-1.0,KNn,262.0,290.0,-9.655172413793103
