discouraged_ability,alpha,test_ability,score,baseline,delta_pct
CL,-1.0,KNs,340.0,346.0,-1.7341040462427744
CL,-1.0,AT,338.0,350.0,-3.428571428571429
CL,-1.0,VO,75.0,84.0,-10.714285714285714
CL,0.0,AS,229.0,229.0,0.0
CL,0.0,CEc,316.0,316.0,0.0
CL,0.0,CEe,30.0,30.0,0.0
CL,0.0,CL,252.0,252.0,0.0
CL,0.0,MCr,193.0,193.0,0.0
CL,0.0,MCt,376.0,376.0,0.0
CL,0.0,MCu,426.0,426.0,0.0
CL,0.0,MS,86.0,86.0,0.0
CL,0.0,QLl,236.0,236.0,0.0
CL,0.0,QLq,117.0,117.0,0.0
CL,0.0,SNs,0.0,0.0,0.0
CL,0.0,KNa,517.0,517.0,0.0
CL,0.0,KNc,317.0,317.0,0.0
CL,0.0,KNf,266.0,266.0,0.0
CL,0.0,KNn,274.0,274.0,0.0
CL,0.0,KNs,346.0,346.0,0.0
CL,0.0,AT,350.0,350.0,0.0
CL,0.0,VO,84.0,84.0,0.0
CL,0.5,AS,225.0,229.0,-1.7467248908296942
CL,0.5,CEc,326.0,316.0,3.1645569620253164
CL,0.5,CEe,27.0,30.0,-10.0
CL,0.5,CL,261.0,252.0,3.571428571428571
CL,0.5,MCr,205.0,193.0,6.217616580310881
CL,0.5,MCt,382.0,376.0,1.5957446808510638
CL,0.5,MCu,433.0,426.0,1.643192488262911
CL,0.5,MS,83.0,86.0,-3.488372093023256
CL,0.5,QLl,246.0,236.0,4.23728813559322
CL,0.5,QLq,118.0,117.0,0.8547008547008548
CL,0.5,SNs,0.0,0.0,0.0
CL,0.5,KNa,518.0,517.0,0.19342359767891684
CL,0.5,KNc,312.0,317.0,-1.5772870662460567
CL,0.5,KNf,272.0,266.0,2.2556390977443606
CL,0.5,KNn,270.0,274.0,-1.4598540145985401
CL,0.5,KNs,343.0,346.0,-0.8670520231213872
CL,0.5,AT,357.0,350.0,2.0
CL,0.5,VO,84.0,84.0,0.0
KNa,-3.0,AS,129.0,229.0,-43.66812227074236
KNa,-3.0,CEc,225.0,316.0,-28.79746835443038
KNa,-3.0,CEe,21.0,30.0,-30.0
KNa,-3.0,CL,175.0,252.0,-30.555555555555557
KNa,-3.0,MCr,142.0,193.0,-26.42487046632124
KNa,-3.0,MCt,249.0,376.0,-33.77659574468085
KNa,-3.0,MCu,278.0,426.0,-34.74178403755869
KNa,-3.0,MS,62.0,86.0,-27.906976744186046
KNa,-3.0,QLl,170.0,236.0,-27.966101694915253
KNa,-3.0,QLq,70.0,117.0,-40.17094017094017
KNa,-3.0,SNs,0.0,0.0,0.0
KNa,-3.0,KNa,317.0,517.0,-38.684719535783366
KNa,-3.0,KNc,224.0,317.0,-29.33753943217666
KNa,-3.0,KNf,170.0,266.0,-36.09022556390977
KNa,-3.0,KNn,160.0,274.0,-41.605839416058394
KNa,-3.0,KNs,236.0,346.0,-31.79190751445087
KNa,-3.0,AT,226.0,350.0,-35.42857142857142
KNa,-3.0,VO,63.0,84.0,-25.0
KNa,-2.0,AS,156.0,229.0,-31.877729257641924
KNa,-2.0,CEc,257.0,316.0,-18.670886075949365
KNa,-2.0,CEe,24.0,30.0,-20.0
KNa,-2.0,CL,200.0,252.0,-20.634920634920633
KNa,-2.0,MCr,157.0,193.0,-18.65284974093264
KNa,-2.0,MCt,304.0,376.0,-19.148936170212767
KNa,-2.0,MCu,338.0,426.0,-20.657276995305164
KNa,-2.0,MS,77.0,86.0,-10.465116279069768
KNa,-2.0,QLl,201.0,236.0,-14.83050847457627
KNa,-2.0,QLq,96.0,117.0,-17.94871794871795
KNa,-2.0,SNs,0.0,0.0,0.0
KNa,-2.0,KNa,387.0,517.0,-25.145067698259187
KNa,-2.0,KNc,262.0,317.0,-17.350157728706623
KNa,-2.0,KNf,218.0,266.0,-18.045112781954884
KNa,-2.0,KNn,199.0,274.0,-27.37226277372263
KNa,-2.0,KNs,277.0,346.0,-19.942196531791907
KNa,-2.0,AT,277.0,350.0,-20.857142857142858
KNa,-2.0,VO,63.0,84.0,-25.0
KNa,-1.5,AS,183.0,229.0,-20.087336244541483
KNa,-1.5,CEc,279.0,316.0,-11.708860759493671
KNa,-1.5,CEe,24.0,30.0,-20.0
KNa,-1.5,CL,219.0,252.0,-13.095238095238097
KNa,-1.5,MCr,170.0,193.0,-11.917098445595855
KNa,-1.5,MCt,331.0,376.0,-11.96808510638298
KNa,-1.5,MCu,375.0,426.0,-11.971830985915492
KNa,-1.5,MS,77.0,86.0,-10.465116279069768
KNa,-1.5,QLl,219.0,236.0,-7.203389830508475
KNa,-1.5,QLq,107.0,117.0,-8.547008547008547
KNa,-1.5,SNs,0.0,0.0,0.0
KNa,-1.5,KNa,436.0,517.0,-15.667311411992262
KNa,-1.5,KNc,282.0,317.0,-11.041009463722396
KNa,-1.5,KNf,238.0,266.0,-10.526315789473683
KNa,-1.5,KNn,225.0,274.0,-17.88321167883212
KNa,-1.5,KNs,313.0,346.0,-9.53757225433526
KNa,-1.5,AT,307.0,350.0,-12.285714285714286
KNa,-1.5,VO,69.0,84.0,-17.857142857142858
KNa,-1.0,AS,196.0,229.0,-14.41048034934498
KNa,-1.0,CEc,295.0,316.0,-6.645569620253164
KNa,-1.0,CEe,30.0,30.0,0.0
KNa,-1.0,CL,235.0,252.0,-6.746031746031746
KNa,-1.0,MCr,183.0,193.0,-5.181347150259067
KNa,-1.0,MCt,351.0,376.0,-6.648936170212766
KNa,-1.0,MCu,386.0,426.0,-9.389671361502346
KNa,-1.0,MS,86.0,86.0,0.0
KNa,-1.0,QLl,236.0,236.0,0.0
KNa,-1.0,QLq,107.0,117.0,-8.547008547008547
KNa,-1.0,SNs,0.0,0.0,0.0
KNa,-1.0,KNa,451.0,517.0,-12.76595744680851
KNa,-1.0,KNc,286.0,317.0,-9.779179810725552
KNa,-1.0,KNf,253.0,266.0,-4.887218045112782
KNa,-1.0,KNn,227.0,274.0,-17.153284671532848
KNa,-1.0,KNs,320.0,346.0,-7.514450867052023
KNa,-1.0,AT,316.0,350.0,-9.714285714285714
KNa,-1.0,VO,75.0,84.0,-10.714285714285714
KNa,0.0,AS,229.0,229.0,0.0
KNa,0.0,CEc,316.0,316.0,0.0
KNa,0.0,CEe,30.0,30.0,0.0
KNa,0.0,CL,252.0,252.0,0.0
KNa,0.0,MCr,193.0,193.0,0.0
KNa,0.0,MCt,376.0,376.0,0.0
KNa,0.0,MCu,426.0,426.0,0.0
KNa,0.0,MS,86.0,86.0,0.0
KNa,0.0,QLl,236.0,236.0,0.0
KNa,0.0,QLq,117.0,117.0,0.0
KNa,0.0,SNs,0.0,0.0,0.0
KNa,0.0,KNa,517.0,517.0,0.0
KNa,0.0,KNc,317.0,317.0,0.0
KNa,0.0,KNf,266.0,266.0,0.0
KNa,0.0,KNn,274.0,274.0,0.0
KNa,0.0,KNs,346.0,346.0,0.0
KNa,0.0,AT,350.0,350.0,0.0
KNa,0.0,VO,84.0,84.0,0.0
KNa,0.5,AS,225.0,229.0,-1.7467248908296942
KNa,0.5,CEc,319.0,316.0,0.949367088607595
KNa,0.5,CEe,30.0,30.0,0.0
KNa,0.5,CL,254.0,252.0,0.7936507936507936
KNa,0.5,MCr,199.0,193.0,3.1088082901554404
KNa,0.5,MCt,376.0,376.0,0.0
KNa,0.5,MCu,423.0,426.0,-0.7042253521126761
KNa,0.5,MS,86.0,86.0,0.0
KNa,0.5,QLl,239.0,236.0,1.2711864406779663
KNa,0.5,QLq,107.0,117.0,-8.547008547008547
KNa,0.5,SNs,0.0,0.0,0.0
KNa,0.5,KNa,510.0,517.0,-1.3539651837524178
KNa,0.5,KNc,310.0,317.0,-2.2082018927444795
KNa,0.5,KNf,256.0,266.0,-3.7593984962406015
KNa,0.5,KNn,262.0,274.0,-4.37956204379562
KNa,0.5,KNs,347.0,346.0,0.2890173410404624
KNa,0.5,AT,350.0,350.0,0.0
KNa,0.5,VO,81.0,84.0,-3.571428571428571
KNc,-3.0,AS,147.0,229.0,-35.80786026200873
KNc,-3.0,CEc,253.0,316.0,-19.936708860759495
KNc,-3.0,CEe,21.0,30.0,-30.0
KNc,-3.0,CL,204.0,252.0,-19.047619047619047
KNc,-3.0,MCr,155.0,193.0,-19.689119170984455
KNc,-3.0,MCt,291.0,376.0,-22.606382978723406
KNc,-3.0,MCu,319.0,426.0,-25.11737089201878
KNc,-3.0,MS,77.0,86.0,-10.465116279069768
KNc,-3.0,QLl,206.0,236.0,-12.711864406779661
KNc,-3.0,QLq,102.0,117.0,-12.82051282051282
KNc,-3.0,SNs,0.0,0.0,0.0
KNc,-3.0,KNa,376.0,517.0,-27.27272727272727
KNc,-3.0,KNc,268.0,317.0,-15.457413249211358
KNc,-3.0,KNf,209.0,266.0,-21.428571428571427
KNc,-3.0,KNn,185.0,274.0,-32.481751824817515
KNc,-3.0,KNs,261.0,346.0,-24.566473988439306
KNc,-3.0,AT,271.0,350.0,-22.57142857142857
KNc,-3.0,VO,72.0,84.0,-14.285714285714285
KNc,-2.0,AS,180.0,229.0,-21.397379912663755
KNc,-2.0,CEc,294.0,316.0,-6.962025316455696
KNc,-2.0,CEe,30.0,30.0,0.0
KNc,-2.0,CL,222.0,252.0,-11.904761904761903
KNc,-2.0,MCr,180.0,193.0,-6.7357512953367875
KNc,-2.0,MCt,340.0,376.0,-9.574468085106384
KNc,-2.0,MCu,381.0,426.0,-10.56338028169014
KNc,-2.0,MS,80.0,86.0,-6.976744186046512
KNc,-2.0,QLl,234.0,236.0,-0.847457627118644
KNc,-2.0,QLq,122.0,117.0,4.273504273504273
KNc,-2.0,SNs,0.0,0.0,0.0
KNc,-2.0,KNa,463.0,517.0,-10.444874274661508
KNc,-2.0,KNc,310.0,317.0,-2.2082018927444795
KNc,-2.0,KNf,251.0,266.0,-5.639097744360902
KNc,-2.0,KNn,231.0,274.0,-15.693430656934307
KNc,-2.0,KNs,327.0,346.0,-5.491329479768786
KNc,-2.0,AT,320.0,350.0,-8.571428571428571
KNc,-2.0,VO,69.0,84.0,-17.857142857142858
KNc,-1.5,AS,195.0,229.0,-14.847161572052403
KNc,-1.5,CEc,309.0,316.0,-2.2151898734177213
KNc,-1.5,CEe,30.0,30.0,0.0
KNc,-1.5,CL,243.0,252.0,-3.571428571428571
KNc,-1.5,MCr,189.0,193.0,-2.072538860103627
KNc,-1.5,MCt,363.0,376.0,-3.4574468085106385
KNc,-1.5,MCu,404.0,426.0,-5.164319248826291
KNc,-1.5,MS,89.0,86.0,3.488372093023256
KNc,-1.5,QLl,247.0,236.0,4.661016949152542
KNc,-1.5,QLq,119.0,117.0,1.7094017094017095
KNc,-1.5,SNs,0.0,0.0,0.0
KNc,-1.5,KNa,492.0,517.0,-4.835589941972921
KNc,-1.5,KNc,326.0,317.0,2.8391167192429023
KNc,-1.5,KNf,257.0,266.0,-3.3834586466165413
KNc,-1.5,KNn,242.0,274.0,-11.678832116788321
KNc,-1.5,KNs,340.0,346.0,-1.7341040462427744
KNc,-1.5,AT,325.0,350.0,-7.142857142857142
KNc,-1.5,VO,72.0,84.0,-14.285714285714285
KNc,-1.0,AS,208.0,229.0,-9.170305676855897
KNc,-1.0,CEc,316.0,316.0,0.0
KNc,-1.0,CEe,30.0,30.0,0.0
KNc,-1.0,CL,253.0,252.0,0.3968253968253968
KNc,-1.0,MCr,196.0,193.0,1.5544041450777202
KNc,-1.0,MCt,376.0,376.0,0.0
KNc,-1.0,MCu,408.0,426.0,-4.225352112676056
KNc,-1.0,MS,89.0,86.0,3.488372093023256
KNc,-1.0,QLl,248.0,236.0,5.084745762711865
KNc,-1.0,QLq,117.0,117.0,0.0
KNc,-1.0,SNs,0.0,0.0,0.0
KNc,-1.0,KNa,481.0,517.0,-6.963249516441006
KNc,-1.0,KNc,313.0,317.0,-1.2618296529968454
KNc,-1.0,KNf,265.0,266.0,-0.37593984962406013
KNc,-1.0,KNn,246.0,274.0,-10.218978102189782
KNc,-1.0,KNs,335.0,346.0,-3.1791907514450863
KNc,-1.0,AT,337.0,350.0,-3.7142857142857144
KNc,-1.0,VO,78.0,84.0,-7.142857142857142
KNc,0.0,AS,229.0,229.0,0.0
KNc,0.0,CEc,316.0,316.0,0.0
KNc,0.0,CEe,30.0,30.0,0.0
KNc,0.0,CL,252.0,252.0,0.0
KNc,0.0,MCr,193.0,193.0,0.0
KNc,0.0,MCt,376.0,376.0,0.0
KNc,0.0,MCu,426.0,426.0,0.0
KNc,0.0,MS,86.0,86.0,0.0
KNc,0.0,QLl,236.0,236.0,0.0
KNc,0.0,QLq,117.0,117.0,0.0
KNc,0.0,SNs,0.0,0.0,0.0
KNc,0.0,KNa,517.0,517.0,0.0
KNc,0.0,KNc,317.0,317.0,0.0
KNc,0.0,KNf,266.0,266.0,0.0
KNc,0.0,KNn,274.0,274.0,0.0
KNc,0.0,KNs,346.0,346.0,0.0
KNc,0.0,AT,350.0,350.0,0.0
KNc,0.0,VO,84.0,84.0,0.0
KNc,0.5,AS,228.0,229.0,-0.43668122270742354
KNc,0.5,CEc,325.0,316.0,2.848101265822785
KNc,0.5,CEe,30.0,30.0,0.0
KNc,0.5,CL,260.0,252.0,3.1746031746031744
KNc,0.5,MCr,199.0,193.0,3.1088082901554404
KNc,0.5,MCt,382.0,376.0,1.5957446808510638
KNc,0.5,MCu,432.0,426.0,1.4084507042253522
KNc,0.5,MS,86.0,86.0,0.0
KNc,0.5,QLl,244.0,236.0,3.389830508474576
KNc,0.5,QLq,118.0,117.0,0.8547008547008548
KNc,0.5,SNs,0.0,0.0,0.0
KNc,0.5,KNa,518.0,517.0,0.19342359767891684
KNc,0.5,KNc,317.0,317.0,0.0
KNc,0.5,KNf,268.0,266.0,0.7518796992481203
KNc,0.5,KNn,274.0,274.0,0.0
KNc,0.5,KNs,351.0,346.0,1.4450867052023122
KNc,0.5,AT,350.0,350.0,0.0
KNc,0.5,VO,81.0,84.0,-3.571428571428571
KNf,-3.0,AS,126.0,229.0,-44.97816593886463
KNf,-3.0,CEc,204.0,316.0,-35.44303797468354
KNf,-3.0,CEe,18.0,30.0,-40.0
KNf,-3.0,CL,163.0,252.0,-35.317460317460316
KNf,-3.0,MCr,127.0,193.0,-34.196891191709845
KNf,-3.0,MCt,228.0,376.0,-39.361702127659576
KNf,-3.0,MCu,254.0,426.0,-40.375586854460096
KNf,-3.0,MS,56.0,86.0,-34.883720930232556
KNf,-3.0,QLl,157.0,236.0,-33.47457627118644
KNf,-3.0,QLq,67.0,117.0,-42.73504273504273
KNf,-3.0,SNs,0.0,0.0,0.0
KNf,-3.0,KNa,288.0,517.0,-44.294003868471954
KNf,-3.0,KNc,204.0,317.0,-35.646687697160885
KNf,-3.0,KNf,148.0,266.0,-44.3609022556391
KNf,-3.0,KNn,130.0,274.0,-52.55474452554745
KNf,-3.0,KNs,210.0,346.0,-39.30635838150289
KNf,-3.0,AT,222.0,350.0,-36.57142857142857
KNf,-3.0,VO,63.0,84.0,-25.0
KNf,-2.0,AS,153.0,229.0,-33.18777292576419
KNf,-2.0,CEc,256.0,316.0,-18.9873417721519
KNf,-2.0,CEe,27.0,30.0,-10.0
KNf,-2.0,CL,206.0,252.0,-18.253968253968253
KNf,-2.0,MCr,161.0,193.0,-16.580310880829018
KNf,-2.0,MCt,298.0,376.0,-20.74468085106383
KNf,-2.0,MCu,324.0,426.0,-23.943661971830984
KNf,-2.0,MS,80.0,86.0,-6.976744186046512
KNf,-2.0,QLl,200.0,236.0,-15.254237288135593
KNf,-2.0,QLq,80.0,117.0,-31.62393162393162
KNf,-2.0,SNs,0.0,0.0,0.0
KNf,-2.0,KNa,377.0,517.0,-27.079303675048354
KNf,-2.0,KNc,288.0,317.0,-9.14826498422713
KNf,-2.0,KNf,187.0,266.0,-29.69924812030075
KNf,-2.0,KNn,176.0,274.0,-35.76642335766424
KNf,-2.0,KNs,285.0,346.0,-17.63005780346821
KNf,-2.0,AT,283.0,350.0,-19.142857142857142
KNf,-2.0,VO,63.0,84.0,-25.0
KNf,-1.5,AS,177.0,229.0,-22.707423580786028
KNf,-1.5,CEc,278.0,316.0,-12.025316455696203
KNf,-1.5,CEe,27.0,30.0,-10.0
KNf,-1.5,CL,221.0,252.0,-12.3015873015873
KNf,-1.5,MCr,174.0,193.0,-9.844559585492227
KNf,-1.5,MCt,327.0,376.0,-13.031914893617023
KNf,-1.5,MCu,357.0,426.0,-16.19718309859155
KNf,-1.5,MS,83.0,86.0,-3.488372093023256
KNf,-1.5,QLl,220.0,236.0,-6.779661016949152
KNf,-1.5,QLq,89.0,117.0,-23.931623931623932
KNf,-1.5,SNs,0.0,0.0,0.0
KNf,-1.5,KNa,422.0,517.0,-18.3752417794971
KNf,-1.5,KNc,303.0,317.0,-4.416403785488959
KNf,-1.5,KNf,207.0,266.0,-22.18045112781955
KNf,-1.5,KNn,202.0,274.0,-26.277372262773724
KNf,-1.5,KNs,309.0,346.0,-10.69364161849711
KNf,-1.5,AT,305.0,350.0,-12.857142857142856
KNf,-1.5,VO,69.0,84.0,-17.857142857142858
KNf,-1.0,AS,183.0,229.0,-20.087336244541483
KNf,-1.0,CEc,278.0,316.0,-12.025316455696203
KNf,-1.0,CEe,27.0,30.0,-10.0
KNf,-1.0,CL,221.0,252.0,-12.3015873015873
KNf,-1.0,MCr,174.0,193.0,-9.844559585492227
KNf,-1.0,MCt,330.0,376.0,-12.23404255319149
KNf,-1.0,MCu,357.0,426.0,-16.19718309859155
KNf,-1.0,MS,83.0,86.0,-3.488372093023256
KNf,-1.0,QLl,213.0,236.0,-9.745762711864407
KNf,-1.0,QLq,91.0,117.0,-22.22222222222222
KNf,-1.0,SNs,0.0,0.0,0.0
KNf,-1.0,KNa,430.0,517.0,-16.827852998065765
KNf,-1.0,KNc,283.0,317.0,-10.725552050473187
KNf,-1.0,KNf,222.0,266.0,-16.541353383458645
KNf,-1.0,KNn,220.0,274.0,-19.708029197080293
KNf,-1.0,KNs,312.0,346.0,-9.826589595375722
KNf,-1.0,AT,306.0,350.0,-12.571428571428573
KNf,-1.0,VO,72.0,84.0,-14.285714285714285
KNf,0.0,AS,229.0,229.0,0.0
KNf,0.0,CEc,316.0,316.0,0.0
KNf,0.0,CEe,30.0,30.0,0.0
KNf,0.0,CL,252.0,252.0,0.0
KNf,0.0,MCr,193.0,193.0,0.0
KNf,0.0,MCt,376.0,376.0,0.0
KNf,0.0,MCu,426.0,426.0,0.0
KNf,0.0,MS,86.0,86.0,0.0
KNf,0.0,QLl,236.0,236.0,0.0
KNf,0.0,QLq,117.0,117.0,0.0
KNf,0.0,SNs,0.0,0.0,0.0
KNf,0.0,KNa,517.0,517.0,0.0
KNf,0.0,KNc,317.0,317.0,0.0
KNf,0.0,KNf,266.0,266.0,0.0
KNf,0.0,KNn,274.0,274.0,0.0
KNf,0.0,KNs,346.0,346.0,0.0
KNf,0.0,AT,350.0,350.0,0.0
KNf,0.0,VO,84.0,84.0,0.0
KNf,0.5,AS,231.0,229.0,0.8733624454148471
KNf,0.5,CEc,341.0,316.0,7.9113924050632916
KNf,0.5,CEe,30.0,30.0,0.0
KNf,0.5,CL,277.0,252.0,9.920634920634921
KNf,0.5,MCr,211.0,193.0,9.32642487046632
KNf,0.5,MCt,398.0,376.0,5.851063829787234
KNf,0.5,MCu,446.0,426.0,4.694835680751173
KNf,0.5,MS,89.0,86.0,3.488372093023256
KNf,0.5,QLl,262.0,236.0,11.016949152542372
KNf,0.5,QLq,128.0,117.0,9.401709401709402
KNf,0.5,SNs,0.0,0.0,0.0
KNf,0.5,KNa,525.0,517.0,1.5473887814313347
KNf,0.5,KNc,316.0,317.0,-0.31545741324921134
KNf,0.5,KNf,283.0,266.0,6.390977443609022
KNf,0.5,KNn,274.0,274.0,0.0
KNf,0.5,KNs,352.0,346.0,1.7341040462427744
KNf,0.5,AT,363.0,350.0,3.7142857142857144
KNf,0.5,VO,87.0,84.0,3.571428571428571
KNn,-3.0,AS,114.0,229.0,-50.21834061135371
KNn,-3.0,CEc,206.0,316.0,-34.810126582278485
KNn,-3.0,CEe,18.0,30.0,-40.0
KNn,-3.0,CL,160.0,252.0,-36.507936507936506
KNn,-3.0,MCr,126.0,193.0,-34.715025906735754
KNn,-3.0,MCt,233.0,376.0,-38.03191489361702
KNn,-3.0,MCu,247.0,426.0,-42.01877934272301
KNn,-3.0,MS,68.0,86.0,-20.930232558139537
KNn,-3.0,QLl,164.0,236.0,-30.508474576271187
KNn,-3.0,QLq,63.0,117.0,-46.15384615384615
KNn,-3.0,SNs,0.0,0.0,0.0
KNn,-3.0,KNa,312.0,517.0,-39.65183752417795
KNn,-3.0,KNc,230.0,317.0,-27.444794952681388
KNn,-3.0,KNf,151.0,266.0,-43.233082706766915
KNn,-3.0,KNn,148.0,274.0,-45.98540145985402
KNn,-3.0,KNs,216.0,346.0,-37.57225433526011
KNn,-3.0,AT,219.0,350.0,-37.42857142857143
KNn,-3.0,VO,57.0,84.0,-32.142857142857146
KNn,-2.0,AS,150.0,229.0,-34.49781659388647
KNn,-2.0,CEc,263.0,316.0,-16.77215189873418
KNn,-2.0,CEe,24.0,30.0,-20.0
KNn,-2.0,CL,207.0,252.0,-17.857142857142858
KNn,-2.0,MCr,160.0,193.0,-17.098445595854923
KNn,-2.0,MCt,292.0,376.0,-22.340425531914892
KNn,-2.0,MCu,321.0,426.0,-24.647887323943664
KNn,-2.0,MS,77.0,86.0,-10.465116279069768
KNn,-2.0,QLl,210.0,236.0,-11.016949152542372
KNn,-2.0,QLq,97.0,117.0,-17.094017094017094
KNn,-2.0,SNs,0.0,0.0,0.0
KNn,-2.0,KNa,384.0,517.0,-25.72533849129594
KNn,-2.0,KNc,272.0,317.0,-14.195583596214512
KNn,-2.0,KNf,213.0,266.0,-19.924812030075188
KNn,-2.0,KNn,180.0,274.0,-34.306569343065696
KNn,-2.0,KNs,277.0,346.0,-19.942196531791907
KNn,-2.0,AT,273.0,350.0,-22.0
KNn,-2.0,VO,66.0,84.0,-21.428571428571427
KNn,-1.5,AS,177.0,229.0,-22.707423580786028
KNn,-1.5,CEc,282.0,316.0,-10.759493670886076
KNn,-1.5,CEe,27.0,30.0,-10.0
KNn,-1.5,CL,220.0,252.0,-12.698412698412698
KNn,-1.5,MCr,170.0,193.0,-11.917098445595855
KNn,-1.5,MCt,322.0,376.0,-14.361702127659576
KNn,-1.5,MCu,371.0,426.0,-12.910798122065728
KNn,-1.5,MS,83.0,86.0,-3.488372093023256
KNn,-1.5,QLl,218.0,236.0,-7.627118644067797
KNn,-1.5,QLq,104.0,117.0,-11.11111111111111
KNn,-1.5,SNs,0.0,0.0,0.0
KNn,-1.5,KNa,440.0,517.0,-14.893617021276595
KNn,-1.5,KNc,304.0,317.0,-4.100946372239748
KNn,-1.5,KNf,234.0,266.0,-12.030075187969924
KNn,-1.5,KNn,214.0,274.0,-21.897810218978105
KNn,-1.5,KNs,314.0,346.0,-9.248554913294797
KNn,-1.5,AT,310.0,350.0,-11.428571428571429
KNn,-1.5,VO,66.0,84.0,-21.428571428571427
KNn,-1.0,AS,192.0,229.0,-16.157205240174672
KNn,-1.0,CEc,297.0,316.0,-6.012658227848101
KNn,-1.0,CEe,27.0,30.0,-10.0
KNn,-1.0,CL,235.0,252.0,-6.746031746031746
KNn,-1.0,MCr,185.0,193.0,-4.145077720207254
KNn,-1.0,MCt,350.0,376.0,-6.914893617021277
KNn,-1.0,MCu,391.0,426.0,-8.215962441314554
KNn,-1.0,MS,83.0,86.0,-3.488372093023256
KNn,-1.0,QLl,235.0,236.0,-0.423728813559322
KNn,-1.0,QLq,118.0,117.0,0.8547008547008548
KNn,-1.0,SNs,0.0,0.0,0.0
KNn,-1.0,KNa,462.0,517.0,-10.638297872340425
KNn,-1.0,KNc,296.0,317.0,-6.624605678233439
KNn,-1.0,KNf,259.0,266.0,-2.631578947368421
KNn,-1.0,KNn,244.0,274.0,-10.948905109489052
KNn,-1.0,KNs,316.0,346.0,-8.670520231213873
KNn,-1.0,AT,329.0,350.0,-6.0
KNn,-1.0,VO,72.0,84.0,-14.285714285714285
KNn,0.0,AS,229.0,229.0,0.0
KNn,0.0,CEc,316.0,316.0,0.0
KNn,0.0,CEe,30.0,30.0,0.0
KNn,0.0,CL,252.0,252.0,0.0
KNn,0.0,MCr,193.0,193.0,0.0
KNn,0.0,MCt,376.0,376.0,0.0
KNn,0.0,MCu,426.0,426.0,0.0
KNn,0.0,MS,86.0,86.0,0.0
KNn,0.0,QLl,236.0,236.0,0.0
KNn,0.0,QLq,117.0,117.0,0.0
KNn,0.0,SNs,0.0,0.0,0.0
KNn,0.0,KNa,517.0,517.0,0.0
KNn,0.0,KNc,317.0,317.0,0.0
KNn,0.0,KNf,266.0,266.0,0.0
KNn,0.0,KNn,274.0,274.0,0.0
KNn,0.0,KNs,346.0,346.0,0.0
KNn,0.0,AT,350.0,350.0,0.0
KNn,0.0,VO,84.0,84.0,0.0
KNn,0.5,AS,234.0,229.0,2.1834061135371177
KNn,0.5,CEc,325.0,316.0,2.848101265822785
KNn,0.5,CEe,30.0,30.0,0.0
KNn,0.5,CL,257.0,252.0,1.984126984126984
KNn,0.5,MCr,202.0,193.0,4.66321243523316
KNn,0.5,MCt,385.0,376.0,2.393617021276596
KNn,0.5,MCu,435.0,426.0,2.112676056338028
KNn,0.5,MS,86.0,86.0,0.0
KNn,0.5,QLl,248.0,236.0,5.084745762711865
KNn,0.5,QLq,117.0,117.0,0.0
KNn,0.5,SNs,0.0,0.0,0.0
KNn,0.5,KNa,521.0,517.0,0.7736943907156674
KNn,0.5,KNc,317.0,317.0,0.0
KNn,0.5,KNf,270.0,266.0,1.5037593984962405
KNn,0.5,KNn,273.0,274.0,-0.36496350364963503
KNn,0.5,KNs,350.0,346.0,1.1560693641618496
KNn,0.5,AT,357.0,350.0,2.0
KNn,0.5,VO,84.0,84.0,0.0
KNs,-3.0,AS,135.0,229.0,-41.04803493449782
KNs,-3.0,CEc,238.0,316.0,-24.68354430379747
KNs,-3.0,CEe,24.0,30.0,-20.0
KNs,-3.0,CL,185.0,252.0,-26.58730158730159
KNs,-3.0,MCr,145.0,193.0,-24.870466321243523
KNs,-3.0,MCt,263.0,376.0,-30.0531914893617
KNs,-3.0,MCu,301.0,426.0,-29.342723004694836
KNs,-3.0,MS,65.0,86.0,-24.418604651162788
KNs,-3.0,QLl,178.0,236.0,-24.576271186440678
KNs,-3.0,QLq,84.0,117.0,-28.205128205128204
KNs,-3.0,SNs,0.0,0.0,0.0
KNs,-3.0,KNa,339.0,517.0,-34.4294003868472
KNs,-3.0,KNc,255.0,317.0,-19.558359621451103
KNs,-3.0,KNf,170.0,266.0,-36.09022556390977
KNs,-3.0,KNn,161.0,274.0,-41.24087591240876
KNs,-3.0,KNs,246.0,346.0,-28.901734104046245
KNs,-3.0,AT,248.0,350.0,-29.142857142857142
KNs,-3.0,VO,63.0,84.0,-25.0
KNs,-2.0,AS,165.0,229.0,-27.947598253275107
KNs,-2.0,CEc,287.0,316.0,-9.177215189873419
KNs,-2.0,CEe,24.0,30.0,-20.0
KNs,-2.0,CL,219.0,252.0,-13.095238095238097
KNs,-2.0,MCr,173.0,193.0,-10.362694300518134
KNs,-2.0,MCt,324.0,376.0,-13.829787234042554
KNs,-2.0,MCu,363.0,426.0,-14.788732394366196
KNs,-2.0,MS,80.0,86.0,-6.976744186046512
KNs,-2.0,QLl,221.0,236.0,-6.3559322033898304
KNs,-2.0,QLq,114.0,117.0,-2.564102564102564
KNs,-2.0,SNs,0.0,0.0,0.0
KNs,-2.0,KNa,424.0,517.0,-17.988394584139265
KNs,-2.0,KNc,303.0,317.0,-4.416403785488959
KNs,-2.0,KNf,231.0,266.0,-13.157894736842104
KNs,-2.0,KNn,209.0,274.0,-23.722627737226276
